selection,relation_set,metric,go_id,depth,letters
namespace,is_a,average,GO:0044691,3.0,13.0
namespace,is_a,average,GO:0044694,6.0,63.0
namespace,is_a,average,GO:0044696,5.333333333333333,50.0
namespace,is_a,average,GO:0044703,2.0,32.0
namespace,is_a,average,GO:0044706,2.0,33.0
namespace,is_a,average,GO:0044718,11.0,33.0
namespace,is_a,average,GO:0044719,4.0,39.0
namespace,is_a,average,GO:0044720,5.0,47.0
namespace,is_a,average,GO:0044721,6.0,49.0
namespace,is_a,average,GO:0044722,5.0,23.0
namespace,is_a,average,GO:0044725,9.333333333333334,42.0
namespace,is_a,average,GO:0044726,10.333333333333334,38.0
namespace,is_a,average,GO:0044727,10.333333333333334,36.0
namespace,is_a,average,GO:0044733,5.0,52.0
namespace,is_a,average,GO:0044734,6.0,50.0
namespace,is_a,average,GO:0044735,6.0,50.0
namespace,is_a,average,GO:0044741,5.0,49.0
namespace,is_a,average,GO:0044742,5.0,46.0
namespace,is_a,average,GO:0044743,6.125,52.0
namespace,is_a,average,GO:0044747,7.333333333333333,21.0
namespace,is_a,average,GO:0044751,6.0,52.0
namespace,is_a,average,GO:0044752,5.0,36.0
namespace,is_a,average,GO:0044758,5.5,54.0
namespace,is_a,average,GO:0044759,6.5,53.0
namespace,is_a,average,GO:0044760,6.5,65.0
namespace,is_a,average,GO:0044761,7.5,64.0
namespace,is_a,average,GO:0044762,6.5,58.0
namespace,is_a,average,GO:0044770,3.0,24.0
namespace,is_a,average,GO:0044771,3.6666666666666665,31.0
namespace,is_a,average,GO:0044772,4.0,31.0
namespace,is_a,average,GO:0044773,9.35483870967742,35.0
namespace,is_a,average,GO:0044774,8.68421052631579,38.0
namespace,is_a,average,GO:0044778,8.5625,38.0
namespace,is_a,average,GO:0044779,9.290909090909091,33.0
namespace,is_a,average,GO:0044780,6.333333333333333,30.0
namespace,is_a,average,GO:0044781,5.0,34.0
namespace,is_a,average,GO:0044782,5.5,18.0
namespace,is_a,average,GO:0044784,6.666666666666667,38.0
namespace,is_a,average,GO:0044785,6.166666666666667,45.0
namespace,is_a,average,GO:0044786,6.666666666666667,23.0
namespace,is_a,average,GO:0044787,7.666666666666667,27.0
namespace,is_a,average,GO:0044788,4.0,38.0
namespace,is_a,average,GO:0044790,6.0,31.0
namespace,is_a,average,GO:0044793,5.0,36.0
namespace,is_a,average,GO:0044794,5.0,36.0
namespace,is_a,average,GO:0044795,5.0,45.0
namespace,is_a,average,GO:0044804,5.5,11.0
namespace,is_a,average,GO:0044807,5.666666666666667,45.0
namespace,is_a,average,GO:0044808,5.666666666666667,21.0
namespace,is_a,average,GO:0044809,6.666666666666667,32.0
namespace,is_a,average,GO:0044813,9.125,31.0
namespace,is_a,average,GO:0044817,5.0,34.0
namespace,is_a,average,GO:0044818,9.21875,29.0
namespace,is_a,average,GO:0044819,9.21875,38.0
namespace,is_a,average,GO:0044820,6.0,42.0
namespace,is_a,average,GO:0044821,6.166666666666667,42.0
namespace,is_a,average,GO:0044826,2.0,33.0
namespace,is_a,average,GO:0044827,5.0,48.0
namespace,is_a,average,GO:0044828,5.0,47.0
namespace,is_a,average,GO:0044829,6.0,46.0
namespace,is_a,average,GO:0044830,5.0,51.0
namespace,is_a,average,GO:0044835,5.0,32.0
namespace,is_a,average,GO:0044837,6.166666666666667,37.0
namespace,is_a,average,GO:0044838,3.0,14.0
namespace,is_a,average,GO:0044839,4.0,26.0
namespace,is_a,average,GO:0044843,4.0,26.0
namespace,is_a,average,GO:0044844,5.0,19.0
namespace,is_a,average,GO:0044847,5.0,23.0
namespace,is_a,average,GO:0044848,1.0,15.0
namespace,is_a,average,GO:0044849,3.5,12.0
namespace,is_a,average,GO:0044850,3.25,14.0
namespace,is_a,average,GO:0044851,2.0,14.0
namespace,is_a,average,GO:0044854,7.0,26.0
namespace,is_a,average,GO:0044855,6.333333333333333,30.0
namespace,is_a,average,GO:0044856,5.333333333333333,30.0
namespace,is_a,average,GO:0044857,6.0,30.0
namespace,is_a,average,GO:0044858,7.333333333333333,30.0
namespace,is_a,average,GO:0044859,7.0,38.0
namespace,is_a,average,GO:0044860,5.75,39.0
namespace,is_a,average,GO:0044861,7.055555555555555,38.0
namespace,is_a,average,GO:0044862,6.826086956521739,39.0
namespace,is_a,average,GO:0044865,5.5,45.0
namespace,is_a,average,GO:0044866,7.0,48.0
namespace,is_a,average,GO:0044867,6.0,40.0
namespace,is_a,average,GO:0044868,5.0,40.0
namespace,is_a,average,GO:0044870,5.0,51.0
namespace,is_a,average,GO:0044871,7.833333333333333,59.0
namespace,is_a,average,GO:0044872,3.0,23.0
namespace,is_a,average,GO:0044873,4.0,33.0
namespace,is_a,average,GO:0044874,5.0,38.0
namespace,is_a,average,GO:0044878,9.21875,37.0
namespace,is_a,average,GO:0044879,8.416666666666666,39.0
namespace,is_a,average,GO:0045002,7.6,47.0
namespace,is_a,average,GO:0045003,8.75,59.0
namespace,is_a,average,GO:0045004,6.857142857142857,26.0
namespace,is_a,average,GO:0045005,6.5,47.0
namespace,is_a,average,GO:0045006,7.0,14.0
namespace,is_a,average,GO:0045007,7.2,12.0
namespace,is_a,average,GO:0045008,8.878787878787879,16.0
namespace,is_a,average,GO:0045010,6.0,15.0
namespace,is_a,average,GO:0045013,9.01923076923077,41.0
namespace,is_a,average,GO:0045014,10.137931034482758,50.0
namespace,is_a,average,GO:0045016,7.8,47.0
namespace,is_a,average,GO:0045017,5.666666666666667,31.0
namespace,is_a,average,GO:0045018,5.5,33.0
namespace,is_a,average,GO:0045019,7.0,50.0
namespace,is_a,average,GO:0045022,6.0,36.0
namespace,is_a,average,GO:0045023,3.0,14.0
namespace,is_a,average,GO:0045033,6.0,21.0
namespace,is_a,average,GO:0045035,4.0,33.0
namespace,is_a,average,GO:0045036,5.5,29.0
namespace,is_a,average,GO:0045037,5.714285714285714,34.0
namespace,is_a,average,GO:0045038,6.444444444444445,45.0
namespace,is_a,average,GO:0045039,6.833333333333333,46.0
namespace,is_a,average,GO:0045040,6.888888888888889,46.0
namespace,is_a,average,GO:0045041,6.5,48.0
namespace,is_a,average,GO:0045046,5.75,35.0
namespace,is_a,average,GO:0045047,5.5,20.0
namespace,is_a,average,GO:0045048,6.0,30.0
namespace,is_a,average,GO:0045049,7.0,62.0
namespace,is_a,average,GO:0045050,7.0,66.0
namespace,is_a,average,GO:0045051,7.0,69.0
namespace,is_a,average,GO:0045053,4.666666666666667,32.0
namespace,is_a,average,GO:0045054,5.8,28.0
namespace,is_a,average,GO:0045055,5.8,19.0
namespace,is_a,average,GO:0045056,3.3333333333333335,12.0
namespace,is_a,average,GO:0045057,6.0,20.0
namespace,is_a,average,GO:0045058,2.0,14.0
namespace,is_a,average,GO:0045059,4.0,28.0
namespace,is_a,average,GO:0045060,4.0,28.0
namespace,is_a,average,GO:0045061,3.0,20.0
namespace,is_a,average,GO:0045062,3.0,25.0
namespace,is_a,average,GO:0045063,8.387755102040817,26.0
namespace,is_a,average,GO:0045064,8.387755102040817,26.0
namespace,is_a,average,GO:0045065,7.0,29.0
namespace,is_a,average,GO:0045066,7.0,30.0
namespace,is_a,average,GO:0045067,4.0,33.0
namespace,is_a,average,GO:0045068,4.0,33.0
namespace,is_a,average,GO:0045069,5.0,34.0
namespace,is_a,average,GO:0045070,5.333333333333333,42.0
namespace,is_a,average,GO:0045071,5.333333333333333,42.0
namespace,is_a,average,GO:0045087,5.166666666666667,20.0
namespace,is_a,average,GO:0045088,5.2,32.0
namespace,is_a,average,GO:0045089,6.1,40.0
namespace,is_a,average,GO:0045091,7.8,77.0
namespace,is_a,average,GO:0045103,2.0,32.0
namespace,is_a,average,GO:0045104,4.5,44.0
namespace,is_a,average,GO:0045105,5.0,52.0
namespace,is_a,average,GO:0045106,6.666666666666667,36.0
namespace,is_a,average,GO:0045107,6.666666666666667,34.0
namespace,is_a,average,GO:0045108,5.0,64.0
namespace,is_a,average,GO:0045109,5.333333333333333,32.0
namespace,is_a,average,GO:0045110,6.0,34.0
namespace,is_a,average,GO:0045112,5.0,27.0
namespace,is_a,average,GO:0045113,7.0,39.0
namespace,is_a,average,GO:0045114,6.0,31.0
namespace,is_a,average,GO:0045115,8.0,43.0
namespace,is_a,average,GO:0045116,9.0,18.0
namespace,is_a,average,GO:0045117,4.333333333333333,27.0
namespace,is_a,average,GO:0045122,7.166666666666667,28.0
namespace,is_a,average,GO:0045123,4.0,21.0
namespace,is_a,average,GO:0045124,6.0,26.0
namespace,is_a,average,GO:0045128,8.444444444444445,50.0
namespace,is_a,average,GO:0045132,4.0,28.0
namespace,is_a,average,GO:0045136,3.0,49.0
namespace,is_a,average,GO:0045137,3.0,41.0
namespace,is_a,average,GO:0045138,4.0,32.0
namespace,is_a,average,GO:0045141,5.2,25.0
namespace,is_a,average,GO:0045143,5.0,31.0
namespace,is_a,average,GO:0045144,5.5,33.0
namespace,is_a,average,GO:0045149,5.0,23.0
namespace,is_a,average,GO:0045150,5.875,23.0
namespace,is_a,average,GO:0045151,6.333333333333333,26.0
namespace,is_a,average,GO:0045161,5.0,28.0
namespace,is_a,average,GO:0045162,6.0,38.0
namespace,is_a,average,GO:0045163,6.0,41.0
namespace,is_a,average,GO:0045165,3.0,18.0
namespace,is_a,average,GO:0045167,4.0,60.0
namespace,is_a,average,GO:0045168,4.5,45.0
namespace,is_a,average,GO:0045173,6.666666666666667,34.0
namespace,is_a,average,GO:0045175,4.0,24.0
namespace,is_a,average,GO:0045176,4.0,25.0
namespace,is_a,average,GO:0045184,3.0,34.0
namespace,is_a,average,GO:0045185,3.0,28.0
namespace,is_a,average,GO:0045186,8.0,22.0
namespace,is_a,average,GO:0045187,5.5,40.0
namespace,is_a,average,GO:0045188,6.5,46.0
namespace,is_a,average,GO:0045190,7.176470588235294,16.0
namespace,is_a,average,GO:0045191,8.545454545454545,28.0
namespace,is_a,average,GO:0045196,3.0,46.0
namespace,is_a,average,GO:0045197,5.0,61.0
namespace,is_a,average,GO:0045198,5.857142857142857,48.0
namespace,is_a,average,GO:0045199,5.666666666666667,46.0
namespace,is_a,average,GO:0045200,4.0,33.0
namespace,is_a,average,GO:0045201,4.0,31.0
namespace,is_a,average,GO:0045214,6.5,21.0
namespace,is_a,average,GO:0045216,5.0,28.0
namespace,is_a,average,GO:0045217,6.0,27.0
namespace,is_a,average,GO:0045218,8.0,25.0
namespace,is_a,average,GO:0045227,6.285714285714286,40.0
namespace,is_a,average,GO:0045228,6.285714285714286,43.0
namespace,is_a,average,GO:0045229,4.0,42.0
namespace,is_a,average,GO:0045230,5.0,19.0
namespace,is_a,average,GO:0045231,5.0,22.0
namespace,is_a,average,GO:0045232,5.0,18.0
namespace,is_a,average,GO:0045234,7.0,23.0
namespace,is_a,average,GO:0045291,9.75,27.0
namespace,is_a,average,GO:0045292,8.75,29.0
namespace,is_a,average,GO:0045299,5.0,21.0
namespace,is_a,average,GO:0045304,4.0,54.0
namespace,is_a,average,GO:0045311,6.0,35.0
namespace,is_a,average,GO:0045312,7.0,32.0
namespace,is_a,average,GO:0045313,5.0,28.0
namespace,is_a,average,GO:0045314,7.5,47.0
namespace,is_a,average,GO:0045315,8.428571428571429,55.0
namespace,is_a,average,GO:0045316,8.25,55.0
namespace,is_a,average,GO:0045317,4.0,20.0
namespace,is_a,average,GO:0045321,2.6666666666666665,19.0
namespace,is_a,average,GO:0045324,4.75,30.0
namespace,is_a,average,GO:0045329,6.0,28.0
namespace,is_a,average,GO:0045332,6.0,25.0
namespace,is_a,average,GO:0045333,5.0,19.0
namespace,is_a,average,GO:0045337,7.133333333333334,48.0
namespace,is_a,average,GO:0045338,6.333333333333333,35.0
namespace,is_a,average,GO:0045339,7.153846153846154,35.0
namespace,is_a,average,GO:0045341,5.0,28.0
namespace,is_a,average,GO:0045342,5.0,29.0
namespace,is_a,average,GO:0045343,7.0,40.0
namespace,is_a,average,GO:0045344,8.0,48.0
namespace,is_a,average,GO:0045345,8.0,48.0
namespace,is_a,average,GO:0045346,7.0,41.0
namespace,is_a,average,GO:0045347,8.0,49.0
namespace,is_a,average,GO:0045348,8.0,49.0
namespace,is_a,average,GO:0045428,6.0,42.0
namespace,is_a,average,GO:0045429,7.0,50.0
namespace,is_a,average,GO:0045433,7.0,54.0
namespace,is_a,average,GO:0045434,7.0,47.0
namespace,is_a,average,GO:0045443,6.333333333333333,24.0
namespace,is_a,average,GO:0045444,4.0,22.0
namespace,is_a,average,GO:0045445,4.0,23.0
namespace,is_a,average,GO:0045446,5.0,30.0
namespace,is_a,average,GO:0045448,4.0,25.0
namespace,is_a,average,GO:0045450,7.0,22.0
namespace,is_a,average,GO:0045451,7.0,30.0
namespace,is_a,average,GO:0045453,5.0,14.0
namespace,is_a,average,GO:0045454,3.0,20.0
namespace,is_a,average,GO:0045455,4.75,27.0
namespace,is_a,average,GO:0045456,5.846153846153846,30.0
namespace,is_a,average,GO:0045457,7.25,20.0
namespace,is_a,average,GO:0045458,8.0,30.0
namespace,is_a,average,GO:0045460,5.0,32.0
namespace,is_a,average,GO:0045461,6.0,35.0
namespace,is_a,average,GO:0045463,8.0,16.0
namespace,is_a,average,GO:0045464,6.0,22.0
namespace,is_a,average,GO:0045465,8.0,20.0
namespace,is_a,average,GO:0045466,8.0,20.0
namespace,is_a,average,GO:0045467,8.0,16.0
namespace,is_a,average,GO:0045468,3.0,37.0
namespace,is_a,average,GO:0045469,4.0,45.0
namespace,is_a,average,GO:0045470,4.0,38.0
namespace,is_a,average,GO:0045471,5.0,17.0
namespace,is_a,average,GO:0045472,4.0,15.0
namespace,is_a,average,GO:0045475,4.333333333333333,15.0
namespace,is_a,average,GO:0045476,4.166666666666667,25.0
namespace,is_a,average,GO:0045477,5.333333333333333,37.0
namespace,is_a,average,GO:0045478,4.0,18.0
namespace,is_a,average,GO:0045487,7.9,27.0
namespace,is_a,average,GO:0045488,5.5,22.0
namespace,is_a,average,GO:0045489,6.375,25.0
namespace,is_a,average,GO:0045490,6.375,22.0
namespace,is_a,average,GO:0045491,5.5,21.0
namespace,is_a,average,GO:0045492,7.142857142857143,24.0
namespace,is_a,average,GO:0045493,7.125,21.0
namespace,is_a,average,GO:0045494,2.0,28.0
namespace,is_a,average,GO:0045496,4.0,21.0
namespace,is_a,average,GO:0045497,4.0,23.0
namespace,is_a,average,GO:0045498,5.0,18.0
namespace,is_a,average,GO:0045500,7.0,25.0
namespace,is_a,average,GO:0045501,6.8,37.0
namespace,is_a,average,GO:0045540,8.428571428571429,42.0
namespace,is_a,average,GO:0045541,9.408163265306122,50.0
namespace,is_a,average,GO:0045542,9.408163265306122,50.0
namespace,is_a,average,GO:0045570,5.0,30.0
namespace,is_a,average,GO:0045571,6.0,38.0
namespace,is_a,average,GO:0045572,6.0,38.0
namespace,is_a,average,GO:0045574,5.0,32.0
namespace,is_a,average,GO:0045575,5.666666666666667,18.0
namespace,is_a,average,GO:0045576,4.666666666666667,18.0
namespace,is_a,average,GO:0045577,7.909090909090909,32.0
namespace,is_a,average,GO:0045578,8.944444444444445,40.0
namespace,is_a,average,GO:0045579,8.944444444444445,40.0
namespace,is_a,average,GO:0045580,7.909090909090909,32.0
namespace,is_a,average,GO:0045581,8.948051948051948,40.0
namespace,is_a,average,GO:0045582,8.948051948051948,40.0
namespace,is_a,average,GO:0045583,8.909090909090908,41.0
namespace,is_a,average,GO:0045584,9.943181818181818,49.0
namespace,is_a,average,GO:0045585,9.943181818181818,49.0
namespace,is_a,average,GO:0045586,8.857142857142858,42.0
namespace,is_a,average,GO:0045587,9.89655172413793,50.0
namespace,is_a,average,GO:0045588,9.89655172413793,50.0
namespace,is_a,average,GO:0045589,8.909090909090908,42.0
namespace,is_a,average,GO:0045590,9.943181818181818,50.0
namespace,is_a,average,GO:0045591,9.943181818181818,50.0
namespace,is_a,average,GO:0045592,5.857142857142857,38.0
namespace,is_a,average,GO:0045593,6.7368421052631575,46.0
namespace,is_a,average,GO:0045594,6.7368421052631575,46.0
namespace,is_a,average,GO:0045595,4.0,31.0
namespace,is_a,average,GO:0045596,5.0,39.0
namespace,is_a,average,GO:0045597,5.0,39.0
namespace,is_a,average,GO:0045598,5.0,34.0
namespace,is_a,average,GO:0045599,6.0,42.0
namespace,is_a,average,GO:0045600,6.0,42.0
namespace,is_a,average,GO:0045601,6.0,42.0
namespace,is_a,average,GO:0045602,7.0,50.0
namespace,is_a,average,GO:0045603,7.0,50.0
namespace,is_a,average,GO:0045604,5.8,40.0
namespace,is_a,average,GO:0045605,6.777777777777778,48.0
namespace,is_a,average,GO:0045606,6.777777777777778,48.0
namespace,is_a,average,GO:0045607,7.142857142857143,55.0
namespace,is_a,average,GO:0045608,8.243243243243244,63.0
namespace,is_a,average,GO:0045609,8.243243243243244,63.0
namespace,is_a,average,GO:0045610,4.5,35.0
namespace,is_a,average,GO:0045611,5.666666666666667,43.0
namespace,is_a,average,GO:0045612,5.666666666666667,43.0
namespace,is_a,average,GO:0045613,5.5,39.0
namespace,is_a,average,GO:0045614,6.625,47.0
namespace,is_a,average,GO:0045615,6.625,47.0
namespace,is_a,average,GO:0045616,6.8,39.0
namespace,is_a,average,GO:0045617,7.56,47.0
namespace,is_a,average,GO:0045618,7.56,47.0
namespace,is_a,average,GO:0045619,7.0,37.0
namespace,is_a,average,GO:0045620,8.045454545454545,45.0
namespace,is_a,average,GO:0045621,8.045454545454545,45.0
namespace,is_a,average,GO:0045622,10.210526315789474,38.0
namespace,is_a,average,GO:0045623,11.60752688172043,46.0
namespace,is_a,average,GO:0045624,11.60752688172043,46.0
namespace,is_a,average,GO:0045625,10.636363636363637,38.0
namespace,is_a,average,GO:0045626,12.228699551569507,46.0
namespace,is_a,average,GO:0045627,12.412322274881516,46.0
namespace,is_a,average,GO:0045628,10.454545454545455,38.0
namespace,is_a,average,GO:0045629,12.19634703196347,46.0
namespace,is_a,average,GO:0045630,12.19634703196347,46.0
namespace,is_a,average,GO:0045631,6.0,42.0
namespace,is_a,average,GO:0045632,7.0,50.0
namespace,is_a,average,GO:0045633,7.0,50.0
namespace,is_a,average,GO:0045634,6.0,37.0
namespace,is_a,average,GO:0045635,6.916666666666667,45.0
namespace,is_a,average,GO:0045636,6.916666666666667,45.0
namespace,is_a,average,GO:0045637,6.2,38.0
namespace,is_a,average,GO:0045638,6.545454545454546,46.0
namespace,is_a,average,GO:0045639,6.545454545454546,46.0
namespace,is_a,average,GO:0045640,9.2,35.0
namespace,is_a,average,GO:0045641,10.11111111111111,43.0
namespace,is_a,average,GO:0045642,10.11111111111111,43.0
namespace,is_a,average,GO:0045643,9.2,37.0
namespace,is_a,average,GO:0045644,10.11111111111111,45.0
namespace,is_a,average,GO:0045645,10.11111111111111,45.0
namespace,is_a,average,GO:0045646,7.2,38.0
namespace,is_a,average,GO:0045647,7.75,46.0
namespace,is_a,average,GO:0045648,7.75,46.0
namespace,is_a,average,GO:0045649,8.2,37.0
namespace,is_a,average,GO:0045650,9.09433962264151,45.0
namespace,is_a,average,GO:0045651,9.09433962264151,45.0
namespace,is_a,average,GO:0045652,7.2,40.0
namespace,is_a,average,GO:0045653,7.75,48.0
namespace,is_a,average,GO:0045654,7.75,48.0
namespace,is_a,average,GO:0045655,8.2,35.0
namespace,is_a,average,GO:0045656,9.09433962264151,43.0
namespace,is_a,average,GO:0045657,9.09433962264151,43.0
namespace,is_a,average,GO:0045658,9.2,37.0
namespace,is_a,average,GO:0045659,10.11111111111111,45.0
namespace,is_a,average,GO:0045660,10.11111111111111,45.0
namespace,is_a,average,GO:0045661,5.0,35.0
namespace,is_a,average,GO:0045662,6.0,43.0
namespace,is_a,average,GO:0045663,6.0,43.0
namespace,is_a,average,GO:0045664,5.0,33.0
namespace,is_a,average,GO:0045665,6.0,41.0
namespace,is_a,average,GO:0045666,6.0,41.0
namespace,is_a,average,GO:0045667,5.0,37.0
namespace,is_a,average,GO:0045668,6.0,45.0
namespace,is_a,average,GO:0045669,6.0,45.0
namespace,is_a,average,GO:0045670,8.2,37.0
namespace,is_a,average,GO:0045671,9.09433962264151,45.0
namespace,is_a,average,GO:0045672,9.09433962264151,45.0
namespace,is_a,average,GO:0045676,8.0,32.0
namespace,is_a,average,GO:0045677,8.75,40.0
namespace,is_a,average,GO:0045678,8.75,40.0
namespace,is_a,average,GO:0045679,8.0,32.0
namespace,is_a,average,GO:0045680,8.75,40.0
namespace,is_a,average,GO:0045681,8.75,40.0
namespace,is_a,average,GO:0045682,4.0,32.0
namespace,is_a,average,GO:0045683,5.0,40.0
namespace,is_a,average,GO:0045684,5.0,40.0
namespace,is_a,average,GO:0045685,5.0,36.0
namespace,is_a,average,GO:0045686,8.583333333333334,44.0
namespace,is_a,average,GO:0045687,8.583333333333334,44.0
namespace,is_a,average,GO:0045688,5.0,40.0
namespace,is_a,average,GO:0045689,6.0,48.0
namespace,is_a,average,GO:0045690,5.8,48.0
namespace,is_a,average,GO:0045691,5.0,47.0
namespace,is_a,average,GO:0045692,5.833333333333333,55.0
namespace,is_a,average,GO:0045693,5.833333333333333,55.0
namespace,is_a,average,GO:0045694,4.666666666666667,43.0
namespace,is_a,average,GO:0045695,5.615384615384615,51.0
namespace,is_a,average,GO:0045696,5.615384615384615,51.0
namespace,is_a,average,GO:0045697,5.0,35.0
namespace,is_a,average,GO:0045698,5.8,43.0
namespace,is_a,average,GO:0045699,5.8,43.0
namespace,is_a,average,GO:0045700,5.5,43.0
namespace,is_a,average,GO:0045701,6.0625,51.0
namespace,is_a,average,GO:0045702,6.214285714285714,51.0
namespace,is_a,average,GO:0045704,4.0,46.0
namespace,is_a,average,GO:0045705,5.0,54.0
namespace,is_a,average,GO:0045706,5.0,54.0
namespace,is_a,average,GO:0045707,5.0,51.0
namespace,is_a,average,GO:0045708,5.0,52.0
namespace,is_a,average,GO:0045709,6.0,59.0
namespace,is_a,average,GO:0045710,6.0,60.0
namespace,is_a,average,GO:0045711,6.0,59.0
namespace,is_a,average,GO:0045712,6.0,60.0
namespace,is_a,average,GO:0045717,8.23076923076923,48.0
namespace,is_a,average,GO:0045719,8.7,47.0
namespace,is_a,average,GO:0045720,7.6,47.0
namespace,is_a,average,GO:0045721,7.4375,35.0
namespace,is_a,average,GO:0045722,8.0,35.0
namespace,is_a,average,GO:0045723,8.23076923076923,48.0
namespace,is_a,average,GO:0045724,7.833333333333333,34.0
namespace,is_a,average,GO:0045725,8.88888888888889,47.0
namespace,is_a,average,GO:0045726,7.6,47.0
namespace,is_a,average,GO:0045727,8.727272727272727,31.0
namespace,is_a,average,GO:0045728,4.5,33.0
namespace,is_a,average,GO:0045729,4.0,31.0
namespace,is_a,average,GO:0045730,3.0,16.0
namespace,is_a,average,GO:0045732,7.615384615384615,43.0
namespace,is_a,average,GO:0045733,7.6,23.0
namespace,is_a,average,GO:0045734,6.0,35.0
namespace,is_a,average,GO:0045736,10.608695652173912,71.0
namespace,is_a,average,GO:0045737,10.608695652173912,71.0
namespace,is_a,average,GO:0045738,7.625,29.0
namespace,is_a,average,GO:0045739,7.416666666666667,29.0
namespace,is_a,average,GO:0045740,8.25,34.0
namespace,is_a,average,GO:0045742,7.375,65.0
namespace,is_a,average,GO:0045743,6.357142857142857,66.0
namespace,is_a,average,GO:0045744,6.384615384615385,59.0
namespace,is_a,average,GO:0045745,6.384615384615385,59.0
namespace,is_a,average,GO:0045746,6.384615384615385,41.0
namespace,is_a,average,GO:0045747,6.384615384615385,41.0
namespace,is_a,average,GO:0045748,4.0,45.0
namespace,is_a,average,GO:0045751,6.384615384615385,40.0
namespace,is_a,average,GO:0045752,6.384615384615385,40.0
namespace,is_a,average,GO:0045753,7.0,43.0
namespace,is_a,average,GO:0045754,7.0,43.0
namespace,is_a,average,GO:0045759,4.333333333333333,35.0
namespace,is_a,average,GO:0045760,4.333333333333333,35.0
namespace,is_a,average,GO:0045761,4.0,36.0
namespace,is_a,average,GO:0045762,5.8,44.0
namespace,is_a,average,GO:0045763,6.25,45.0
namespace,is_a,average,GO:0045764,6.25,45.0
namespace,is_a,average,GO:0045765,5.666666666666667,24.0
namespace,is_a,average,GO:0045766,6.444444444444445,32.0
namespace,is_a,average,GO:0045769,6.0,42.0
namespace,is_a,average,GO:0045770,6.0,42.0
namespace,is_a,average,GO:0045771,6.666666666666667,37.0
namespace,is_a,average,GO:0045772,6.666666666666667,37.0
namespace,is_a,average,GO:0045773,7.675,33.0
namespace,is_a,average,GO:0045774,8.647058823529411,51.0
namespace,is_a,average,GO:0045775,8.647058823529411,51.0
namespace,is_a,average,GO:0045776,4.0,33.0
namespace,is_a,average,GO:0045777,4.0,33.0
namespace,is_a,average,GO:0045778,5.0,32.0
namespace,is_a,average,GO:0045779,7.0,34.0
namespace,is_a,average,GO:0045780,5.666666666666667,34.0
namespace,is_a,average,GO:0045781,6.0,31.0
namespace,is_a,average,GO:0045782,6.0,31.0
namespace,is_a,average,GO:0045785,5.0,32.0
namespace,is_a,average,GO:0045786,5.0,29.0
namespace,is_a,average,GO:0045787,5.0,29.0
namespace,is_a,average,GO:0045792,6.0,28.0
namespace,is_a,average,GO:0045793,6.0,28.0
namespace,is_a,average,GO:0045794,6.0,30.0
namespace,is_a,average,GO:0045795,6.0,30.0
namespace,is_a,average,GO:0045796,8.666666666666666,51.0
namespace,is_a,average,GO:0045797,8.666666666666666,51.0
namespace,is_a,average,GO:0045800,5.333333333333333,45.0
namespace,is_a,average,GO:0045801,5.333333333333333,45.0
namespace,is_a,average,GO:0045804,5.333333333333333,28.0
namespace,is_a,average,GO:0045805,5.5,28.0
namespace,is_a,average,GO:0045806,6.0,31.0
namespace,is_a,average,GO:0045807,6.0,31.0
namespace,is_a,average,GO:0045808,5.0,62.0
namespace,is_a,average,GO:0045809,5.0,62.0
namespace,is_a,average,GO:0045812,8.368421052631579,63.0
namespace,is_a,average,GO:0045813,8.368421052631579,63.0
namespace,is_a,average,GO:0045814,8.866666666666667,44.0
namespace,is_a,average,GO:0045815,9.866666666666667,49.0
namespace,is_a,average,GO:0045818,8.2,44.0
namespace,is_a,average,GO:0045819,8.576923076923077,44.0
namespace,is_a,average,GO:0045820,9.895348837209303,37.0
namespace,is_a,average,GO:0045821,9.837837837837839,37.0
namespace,is_a,average,GO:0045822,6.5,36.0
namespace,is_a,average,GO:0045823,6.5,36.0
namespace,is_a,average,GO:0045824,6.1,40.0
namespace,is_a,average,GO:0045827,7.4,46.0
namespace,is_a,average,GO:0045829,9.523809523809524,36.0
namespace,is_a,average,GO:0045830,9.5375,36.0
namespace,is_a,average,GO:0045833,6.25,41.0
namespace,is_a,average,GO:0045834,6.25,41.0
namespace,is_a,average,GO:0045835,7.1,42.0
namespace,is_a,average,GO:0045836,7.1,42.0
namespace,is_a,average,GO:0045837,4.0,37.0
namespace,is_a,average,GO:0045838,4.0,37.0
namespace,is_a,average,GO:0045839,7.375,42.0
namespace,is_a,average,GO:0045840,7.5,42.0
namespace,is_a,average,GO:0045841,9.37704918032787,54.0
namespace,is_a,average,GO:0045842,8.857142857142858,54.0
namespace,is_a,average,GO:0045843,6.0,51.0
namespace,is_a,average,GO:0045844,6.0,51.0
namespace,is_a,average,GO:0045847,6.0,39.0
namespace,is_a,average,GO:0045848,6.0,39.0
namespace,is_a,average,GO:0045849,6.6923076923076925,45.0
namespace,is_a,average,GO:0045850,6.6923076923076925,45.0
namespace,is_a,average,GO:0045851,4.5,11.0
namespace,is_a,average,GO:0045852,4.5,11.0
namespace,is_a,average,GO:0045853,5.666666666666667,42.0
namespace,is_a,average,GO:0045854,7.461538461538462,42.0
namespace,is_a,average,GO:0045855,5.666666666666667,50.0
namespace,is_a,average,GO:0045856,5.666666666666667,50.0
namespace,is_a,average,GO:0045859,7.6,33.0
namespace,is_a,average,GO:0045860,8.857142857142858,41.0
